Latitude: 66.855837  Longitude: -150.563028
X & Y on Lambert Conformal Conic: -2205037.83 3357324.66
Tile: 14055
Elevation: 354 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1983,329,12051.99,0.56,0.50,27.05,-9.58,-18.23,145.44
1983,330,11523.69,0.00,0.30,27.05,-12.94,-18.07,147.41
1983,331,10991.33,0.00,0.45,27.05,-10.34,-20.05,124.33
1983,332,10454.42,0.00,0.38,27.05,-3.29,-16.29,171.22
1983,333,9912.34,0.00,0.12,27.05,-2.62,-10.08,284.13
1983,334,9364.35,0.00,0.13,27.05,-3.71,-11.85,246.54
1983,335,8809.47,0.00,0.18,27.05,-6.29,-16.03,174.98
1983,336,8246.46,0.00,0.12,27.05,-7.08,-17.20,158.72
1983,337,7673.69,0.00,0.14,27.05,-9.97,-20.44,120.24
1983,338,7088.94,1.81,0.09,28.86,-14.99,-21.13,113.22
1983,339,6489.14,0.00,0.08,28.86,-11.51,-19.09,135.06
1983,340,5869.87,0.00,0.06,28.86,-12.06,-19.51,130.29
1983,341,5224.38,0.00,0.06,28.86,-14.84,-21.95,105.35
1983,342,4541.71,0.00,0.06,28.86,-18.92,-27.01,66.68
1983,343,3802.12,0.00,0.04,28.86,-22.57,-31.28,44.59
1983,344,2963.55,0.00,0.02,28.86,-23.49,-30.84,46.53
1983,345,1899.54,0.00,0.01,28.86,-24.65,-31.39,44.11
1983,346,0.00,0.00,0.00,28.86,-24.21,-30.02,50.29
1983,347,0.00,0.00,0.00,28.86,-20.95,-30.26,49.18
1983,348,0.00,0.00,0.00,28.86,-23.58,-33.44,36.14
1983,349,0.00,0.00,0.00,28.86,-29.14,-34.96,31.08
1983,350,0.00,0.00,0.00,28.86,-28.07,-35.75,28.73
1983,351,0.00,1.71,0.00,30.57,-18.73,-31.58,43.33
1983,352,0.00,0.28,0.00,30.85,-17.13,-27.06,66.42
1983,353,0.00,0.00,0.00,30.85,-14.48,-25.89,73.95
1983,354,0.00,0.00,0.00,30.85,-15.62,-23.35,93.02
1983,355,0.00,0.00,0.00,30.85,-14.56,-22.84,97.36
1983,356,0.00,0.00,0.00,30.85,-14.70,-20.32,121.46
1983,357,0.00,0.00,0.00,30.85,-16.79,-25.14,79.15
1983,358,0.00,0.00,0.00,30.85,-10.06,-23.86,88.85
1983,359,0.00,0.00,0.00,30.85,-15.01,-25.11,79.36
1983,360,0.00,0.00,0.00,30.85,-21.45,-25.68,75.38
1983,361,0.00,0.00,0.00,30.85,-23.95,-28.61,57.44
1983,362,0.00,0.00,0.00,30.85,-24.63,-29.46,53.05
1983,363,0.00,0.50,0.00,31.34,-18.92,-28.02,60.70
1983,364,1080.63,0.76,0.00,32.11,-17.25,-22.92,96.62
1983,365,2467.33,0.00,0.02,32.11,-18.35,-30.98,45.88
1984,1,3395.92,0.00,0.03,28.46,-23.14,-31.10,45.36
1984,2,4177.62,1.08,0.03,29.54,-17.51,-24.47,84.14
1984,3,4885.65,2.15,0.03,31.68,-12.84,-20.34,121.23
1984,4,5548.13,3.53,0.08,35.21,-15.36,-28.46,58.26
1984,5,6179.59,2.50,0.11,37.71,-18.16,-33.99,34.24
1984,6,6788.54,0.00,0.19,37.71,-20.05,-37.04,25.22
1984,7,7380.42,0.00,0.21,37.71,-25.84,-39.63,19.30
1984,8,7958.91,0.00,0.14,37.71,-24.54,-31.12,45.29
1984,9,8526.61,0.00,0.25,37.71,-14.81,-29.40,53.33
1984,10,9085.41,0.00,0.27,37.71,-12.86,-22.89,96.93
1984,11,9636.74,0.00,0.30,37.71,-12.05,-21.51,109.47
1984,12,10181.70,1.96,0.34,39.67,-4.96,-16.64,166.39
1984,13,10721.13,5.04,0.24,44.71,-2.96,-14.22,203.45
1984,14,11255.71,0.00,0.52,44.71,-7.61,-20.19,122.83
1984,15,11786.01,0.00,0.57,44.71,-14.68,-24.64,82.85
1984,16,12312.45,0.00,0.54,44.71,-20.70,-25.11,79.39
1984,17,12835.40,0.00,1.07,44.71,-16.21,-23.30,93.39
1984,18,13355.18,2.85,0.99,47.56,-14.36,-21.85,106.23
1984,19,13872.03,0.00,2.14,47.56,-12.99,-24.22,86.03
1984,20,14386.17,0.00,2.62,47.56,-20.50,-33.20,37.01
1984,21,14897.78,0.00,3.02,47.56,-26.29,-37.16,24.90
1984,22,15407.03,0.00,3.29,47.56,-33.00,-40.61,17.40
1984,23,15914.04,0.00,3.56,47.56,-36.28,-43.09,13.36
1984,24,16418.94,0.00,3.40,47.56,-36.89,-42.52,14.21
1984,25,16921.83,0.00,3.43,47.56,-38.82,-44.00,12.10
1984,26,17422.79,0.00,7.82,47.56,-34.00,-44.63,11.29
1984,27,17921.91,0.00,6.15,47.56,-39.79,-46.12,9.57
1984,28,18419.25,0.00,6.67,47.56,-40.39,-46.55,9.12
1984,29,18914.89,0.00,12.91,47.56,-25.80,-43.67,12.55
1984,30,19408.88,0.00,12.27,47.56,-25.37,-35.21,30.33
1984,31,19901.27,0.00,11.62,47.56,-33.96,-41.68,15.54
1984,32,20392.11,0.00,14.66,47.56,-35.30,-44.43,11.55
1984,33,20881.44,0.00,13.81,47.56,-39.79,-47.22,8.46
1984,34,21369.31,0.00,18.82,47.56,-35.39,-44.95,10.89
1984,35,21855.74,0.00,23.74,47.56,-27.13,-39.31,19.94
1984,36,22340.79,0.00,22.50,47.56,-28.89,-38.14,22.52
1984,37,22824.48,0.00,30.66,47.56,-26.49,-40.97,16.76
1984,38,23306.84,0.00,28.23,47.56,-22.20,-32.10,41.19
1984,39,23787.90,0.00,31.55,47.56,-23.76,-34.17,33.64
1984,40,24267.70,0.00,32.35,47.56,-26.43,-36.14,27.60
1984,41,24746.27,0.00,33.39,47.56,-25.89,-34.53,32.44
1984,42,25223.63,0.00,42.52,47.56,-24.98,-36.64,26.25
1984,43,25699.81,0.00,43.42,47.56,-24.12,-34.89,31.31
1984,44,26174.83,0.00,49.38,47.56,-22.23,-34.22,33.46
1984,45,26648.74,0.00,33.86,47.56,-17.62,-23.77,89.62
1984,46,27121.54,1.43,43.38,48.99,-18.49,-26.30,71.23
1984,47,27593.28,0.00,55.28,48.99,-19.84,-30.00,50.39
1984,48,28063.97,0.51,53.86,49.50,-15.37,-24.45,84.24
1984,49,28533.64,1.76,54.26,51.26,-17.74,-26.11,72.47
1984,50,29002.33,2.53,50.43,53.79,-23.45,-33.97,34.29
1984,51,29470.05,0.00,68.27,53.79,-33.17,-42.89,13.65
1984,52,29936.84,0.00,80.63,53.79,-34.15,-46.89,8.78
1984,53,30402.72,1.70,89.86,55.48,-21.95,-37.12,25.00
1984,54,30867.73,0.64,77.46,56.12,-21.58,-31.52,43.55
1984,55,31331.88,0.00,84.00,56.12,-27.40,-38.07,22.69
1984,56,31795.21,0.00,97.43,56.12,-29.78,-42.82,13.76
1984,57,32257.74,0.00,108.94,56.12,-24.95,-41.70,15.50
1984,58,32719.51,0.00,103.61,56.12,-17.55,-30.79,46.75
1984,59,33180.54,0.00,62.42,56.12,-16.69,-22.54,99.99
1984,60,33640.87,0.00,86.56,56.12,-16.62,-24.87,81.09
1984,61,34100.52,0.00,83.32,56.12,-19.00,-26.44,70.33
1984,62,34559.52,0.00,102.88,56.12,-19.03,-28.42,58.47
1984,63,35017.91,0.00,105.16,56.12,-13.60,-22.96,96.29
1984,64,35475.71,4.18,96.16,60.30,-6.87,-19.49,130.49
1984,65,35932.95,0.00,135.80,60.30,-4.98,-18.34,143.98
1984,66,36389.67,0.00,109.54,60.30,-5.12,-13.87,209.37
1984,67,36845.90,0.00,139.72,60.30,-1.70,-13.99,207.24
1984,68,37301.67,0.00,125.07,60.30,-1.20,-10.90,266.07
1984,69,37757.01,0.00,138.41,60.30,-3.66,-14.36,201.13
1984,70,38211.96,0.00,160.77,60.30,-2.54,-16.19,172.66
1984,71,38666.53,0.00,157.25,60.30,-2.27,-14.62,196.72
1984,72,39120.78,0.00,181.12,60.30,-1.83,-18.61,140.73
1984,73,39574.73,0.00,158.22,60.30,-0.46,-12.00,243.66
1984,74,40028.41,0.00,156.64,60.30,-4.47,-15.11,188.97
1984,75,40481.86,0.00,186.30,60.30,-5.46,-19.81,126.94
1984,76,40935.11,0.00,161.28,60.30,-7.79,-18.26,145.04
1984,77,41388.19,0.00,164.73,60.30,-9.76,-20.16,123.20
1984,78,41841.13,0.00,205.34,60.30,-9.87,-25.20,78.76
1984,79,42293.98,0.00,179.75,60.30,-13.04,-24.27,85.62
1984,80,42746.76,0.00,177.75,60.30,-10.21,-20.90,115.45
1984,81,43199.50,0.00,212.28,60.30,-11.22,-25.56,76.20
1984,82,43652.25,0.00,211.50,60.30,-12.79,-26.34,70.95
1984,83,44105.03,0.00,227.80,60.30,-14.14,-29.35,53.58
1984,84,44557.88,0.00,233.88,60.30,-14.30,-29.99,50.45
1984,85,45010.82,0.00,207.01,60.30,-12.80,-24.65,82.75
1984,86,45463.90,0.00,193.18,60.30,-11.60,-21.86,106.17
1984,87,45917.15,0.00,251.22,60.30,-1.97,-18.48,119.37
1984,88,46370.60,0.00,246.99,60.30,-0.07,-15.21,149.23
1984,89,46824.28,0.00,242.25,60.30,0.63,-13.70,166.21
1984,90,47278.23,0.00,164.88,60.30,-3.53,-11.46,251.03
1984,91,47732.47,0.67,204.01,60.98,-1.14,-11.37,222.36
1984,92,48187.05,0.00,263.12,60.98,1.15,-14.41,147.01
1984,93,48641.99,0.00,221.45,60.98,2.08,-9.17,232.34
1984,94,49097.33,0.00,261.59,60.98,2.59,-11.89,157.48
1984,95,49553.10,0.00,284.65,60.98,2.25,-14.79,104.63
1984,96,50009.33,0.00,236.17,60.98,-3.64,-15.24,127.83
1984,97,50466.05,0.00,196.39,60.98,-8.03,-16.84,139.87
1984,98,50923.29,0.00,226.66,60.98,-9.62,-20.02,103.95
1984,99,51381.09,1.99,227.91,62.97,-9.91,-20.14,102.77
1984,100,51839.48,0.00,185.28,62.97,-10.58,-18.26,138.21
1984,101,52298.48,0.00,276.55,62.97,-12.42,-25.45,65.98
1984,102,52758.12,0.00,337.96,62.97,-8.47,-30.59,33.58
1984,103,53218.45,0.00,306.45,62.97,-4.44,-19.99,69.18
1984,104,53679.48,1.64,210.00,64.61,-4.38,-12.95,140.33
1984,105,54141.25,0.00,238.65,64.61,-1.06,-10.89,128.74
1984,106,54603.78,4.68,130.48,69.30,-1.81,-8.44,256.12
1984,107,55067.11,3.01,165.61,72.31,-3.68,-12.21,196.96
1984,108,55531.26,0.00,311.61,72.31,-8.70,-22.41,72.39
1984,109,55996.26,0.00,366.74,72.31,-9.42,-31.26,28.78
1984,110,56462.14,0.00,331.23,72.31,-6.02,-21.45,60.76
1984,111,56928.93,0.00,342.57,72.31,-2.55,-18.98,60.62
1984,112,57396.65,0.00,323.85,72.31,2.49,-11.90,86.16
1984,113,57865.33,0.00,268.05,72.31,-1.53,-11.92,126.36
1984,114,58335.00,0.00,356.81,72.31,-4.12,-21.10,51.20
1984,115,58805.69,0.00,370.32,72.31,-3.10,-21.99,43.13
1984,116,59277.43,0.00,248.21,72.31,-3.49,-12.79,133.49
1984,117,59750.23,0.00,262.54,72.31,-3.51,-13.22,121.72
1984,118,60224.13,0.00,364.87,72.31,-1.24,-17.97,52.12
1984,119,60699.15,0.64,254.79,72.95,2.81,-6.33,160.76
1984,120,61175.33,0.00,284.51,71.30,8.52,-2.07,181.14
1984,121,61652.69,0.00,329.76,70.24,9.75,-3.50,161.66
1984,122,62131.25,0.00,284.12,70.08,4.69,-5.61,136.32
1984,123,62611.05,0.00,231.26,70.08,0.61,-7.25,180.77
1984,124,63092.11,0.00,345.21,70.08,1.56,-11.91,80.35
1984,125,63574.47,0.00,365.01,70.08,6.74,-8.21,109.95
1984,126,64058.15,0.00,334.69,70.08,3.78,-8.78,104.85
1984,127,64543.19,0.00,386.35,70.08,7.39,-9.73,96.79
1984,128,65029.63,0.00,360.06,70.08,7.73,-6.88,122.78
1984,129,65517.49,0.00,316.48,69.58,6.88,-4.81,145.42
1984,130,66006.82,0.00,300.18,69.43,5.18,-5.65,135.88
1984,131,66497.66,0.00,271.98,69.35,3.59,-5.81,134.62
1984,132,66990.04,0.00,325.16,69.35,-0.12,-11.71,81.77
1984,133,67484.03,0.00,339.61,69.35,2.07,-10.21,92.97
1984,134,67979.66,0.00,303.51,69.10,5.02,-5.40,138.59
1984,135,68477.00,0.00,356.65,69.10,7.30,-6.20,129.87
1984,136,68976.12,0.00,359.83,67.95,10.77,-3.25,164.82
1984,137,69477.08,0.00,338.83,64.97,13.96,1.08,231.61
1984,138,69979.96,0.00,359.75,61.73,16.12,1.73,243.36
1984,139,70484.85,0.00,259.45,56.74,14.60,5.87,332.33
1984,140,70991.86,0.00,307.86,52.52,14.85,4.05,290.23
1984,141,71501.10,0.00,361.60,49.02,16.36,2.34,255.03
1984,142,72012.71,0.00,356.23,44.77,17.89,4.12,291.84
1984,143,72526.85,0.00,340.98,40.25,17.62,4.76,306.07
1984,144,73043.69,0.00,295.75,35.75,14.89,4.71,304.94
1984,145,73563.46,0.00,331.04,31.95,14.89,3.03,268.79
1984,146,74086.41,5.32,212.39,27.94,13.07,3.56,279.80
1984,147,74612.84,3.17,204.58,24.65,10.86,1.83,245.23
1984,148,75143.12,6.34,213.29,22.04,9.58,0.22,216.63
1984,149,75677.70,2.05,222.36,19.69,9.63,-0.40,237.71
1984,150,76217.12,1.28,312.80,17.75,9.41,-1.38,191.24
1984,151,76762.06,0.00,343.06,15.22,12.69,0.02,213.32
1984,152,77313.38,0.00,350.30,11.86,15.50,1.99,248.21
1984,153,77872.16,0.00,365.62,8.81,16.54,1.28,235.16
1984,154,78439.84,0.00,355.56,5.01,17.66,3.05,269.09
1984,155,79018.30,0.00,350.13,0.92,18.07,3.74,283.47
1984,156,79610.15,0.00,295.26,0.00,17.38,4.65,303.65
1984,157,80219.06,0.00,275.53,0.00,17.25,5.96,334.66
1984,158,80850.46,7.05,235.46,0.00,19.44,4.96,310.59
1984,159,81512.86,0.00,301.99,0.00,18.29,4.82,307.52
1984,160,82220.76,5.58,212.61,0.00,17.72,5.41,344.30
1984,161,83002.26,0.00,324.81,0.00,19.70,3.06,269.34
1984,162,83925.81,0.00,320.56,0.00,20.65,3.94,287.94
1984,163,85305.28,0.00,288.72,0.00,20.39,6.58,350.22
1984,164,86400.00,0.00,296.96,0.00,20.58,5.51,323.59
1984,165,86400.00,0.00,303.17,0.00,21.18,5.37,320.24
1984,166,86400.00,0.00,309.89,0.00,22.26,5.51,323.78
1984,167,86400.00,0.00,302.22,0.00,22.63,6.73,354.07
1984,168,86400.00,0.00,278.71,0.00,22.31,8.75,410.38
1984,169,86400.00,0.00,271.43,0.00,22.75,9.66,438.02
1984,170,86400.00,0.00,280.96,0.00,23.68,9.67,438.56
1984,171,86400.00,0.00,281.69,0.00,23.26,9.23,424.73
1984,172,86400.00,0.00,272.53,0.00,23.55,10.27,457.80
1984,173,86400.00,0.00,265.44,0.00,21.91,9.26,425.78
1984,174,86400.00,0.00,282.87,0.00,21.91,7.74,381.33
1984,175,86400.00,0.00,305.35,0.00,24.40,7.55,376.16
1984,176,86400.00,2.57,175.36,0.00,24.00,12.75,703.42
1984,177,86400.00,8.28,195.75,0.00,23.63,10.44,574.07
1984,178,86400.00,6.79,193.63,0.00,22.23,9.04,643.18
1984,179,86400.00,0.46,196.81,0.00,17.93,8.78,727.78
1984,180,86400.00,0.00,129.18,0.00,15.48,9.68,1030.04
1984,181,86400.00,2.02,179.18,0.00,20.13,8.35,745.75
1984,182,84508.99,0.00,305.10,0.00,23.26,6.50,389.49
1984,183,83442.46,0.00,309.37,0.00,25.87,8.69,430.11
1984,184,82603.00,0.00,295.64,0.00,25.86,10.31,514.77
1984,185,81862.93,10.50,215.43,0.00,24.45,9.40,699.37
1984,186,81179.96,0.00,279.73,0.00,22.88,8.86,627.89
1984,187,80534.27,0.00,165.86,0.00,16.93,9.66,1015.51
1984,188,79914.85,5.55,87.93,0.00,13.70,8.81,1132.64
1984,189,79314.95,0.00,135.12,0.00,12.56,7.04,993.00
1984,190,78730.11,0.00,152.62,0.00,12.72,6.58,914.79
1984,191,78157.27,0.00,264.16,0.00,14.21,2.87,529.03
1984,192,77594.20,0.00,314.94,0.00,17.96,2.78,436.87
1984,193,77039.27,7.47,169.00,0.00,18.44,8.98,995.24
1984,194,76491.23,2.19,218.41,0.00,22.40,8.66,872.12
1984,195,75949.12,0.00,307.12,0.00,23.34,8.67,686.70
1984,196,75412.18,0.00,280.78,0.00,22.19,9.73,804.66
1984,197,74879.79,0.00,293.36,0.00,22.86,9.64,737.85
1984,198,74351.47,0.00,292.44,0.00,21.91,8.89,693.36
1984,199,73826.80,0.00,305.21,0.00,23.26,9.12,671.88
1984,200,73305.47,0.00,232.49,0.00,18.83,9.51,890.27
1984,201,72787.18,16.17,150.80,0.00,12.81,5.18,861.62
1984,202,72271.70,8.34,100.88,0.00,11.30,6.49,966.77
1984,203,71758.84,5.21,141.77,0.00,14.57,7.59,1042.93
1984,204,71248.42,0.00,320.00,0.00,18.17,3.55,614.89
1984,205,70740.30,0.00,338.66,0.00,20.61,3.44,578.29
1984,206,70234.36,0.00,330.62,0.00,22.98,6.22,697.11
1984,207,69730.47,2.38,202.89,0.00,21.09,9.40,1115.76
1984,208,69228.55,0.00,266.97,0.00,20.23,9.08,989.72
1984,209,68728.52,0.00,285.21,0.00,19.14,6.80,833.55
1984,210,68230.29,0.00,314.96,0.00,20.34,5.04,696.64
1984,211,67733.80,6.54,162.60,0.00,16.20,7.52,1037.74
1984,212,67238.99,0.00,228.94,0.00,15.81,6.75,960.19
1984,213,66745.81,10.11,147.41,0.00,16.03,8.57,1114.71
1984,214,66254.19,9.12,182.45,0.00,15.12,5.63,910.92
1984,215,65764.11,8.51,131.49,0.00,17.12,10.68,1284.80
1984,216,65275.51,8.28,134.25,0.00,16.66,10.21,1244.46
1984,217,64788.36,0.00,208.63,0.00,15.79,8.13,1081.93
1984,218,64302.62,0.00,199.55,0.00,14.98,7.66,1047.92
1984,219,63818.26,0.00,298.98,0.00,18.68,4.80,845.73
1984,220,63335.24,0.00,322.57,0.00,20.03,2.36,692.63
1984,221,62853.52,10.18,152.23,0.00,16.15,8.12,1081.27
1984,222,62373.09,0.42,173.82,0.00,13.40,6.94,997.43
1984,223,61893.91,0.00,296.45,0.00,14.74,0.86,650.07
1984,224,61415.95,0.00,305.55,0.00,15.48,0.19,619.37
1984,225,60939.18,0.00,312.57,0.00,17.59,0.57,636.45
1984,226,60463.58,0.00,312.62,0.00,19.80,1.70,690.50
1984,227,59989.11,0.00,216.86,0.00,17.68,8.42,1103.61
1984,228,59515.76,0.00,152.55,0.00,14.70,8.72,1126.25
1984,229,59043.49,0.00,209.23,0.00,16.64,7.99,1071.47
1984,230,58572.28,12.21,94.51,0.00,14.79,9.95,1222.83
1984,231,58102.10,1.97,148.51,0.00,14.41,8.65,1120.53
1984,232,57632.92,7.02,150.33,0.00,13.17,5.00,871.93
1984,233,57164.71,0.00,274.41,0.00,13.89,0.29,623.54
1984,234,56697.46,1.57,251.78,0.00,11.83,0.28,623.47
1984,235,56231.13,13.18,117.15,0.00,12.61,6.42,962.48
1984,236,55765.68,1.67,181.78,0.00,10.12,3.02,758.43
1984,237,55301.11,2.42,157.63,0.00,9.27,0.72,643.59
1984,238,54837.37,0.00,216.66,0.00,9.98,0.97,655.18
1984,239,54374.44,0.00,248.48,0.00,9.59,-1.71,538.96
1984,240,53912.29,0.00,271.55,0.00,7.98,-5.85,394.73
1984,241,53450.89,0.00,227.20,0.00,7.88,-2.13,522.23
1984,242,52990.21,0.00,232.08,0.00,7.85,-2.77,497.93
1984,243,52530.23,0.00,257.60,0.00,10.76,-3.14,484.58
1984,244,52070.91,0.00,259.06,0.00,12.39,-2.62,503.62
1984,245,51612.21,0.00,259.90,0.00,13.53,-2.85,495.25
1984,246,51154.12,0.00,246.60,0.00,13.57,-1.43,550.11
1984,247,50696.60,0.00,255.14,0.00,15.16,-2.69,501.12
1984,248,50239.62,0.00,229.59,0.00,14.18,-0.07,607.72
1984,249,49783.15,0.00,196.89,0.00,10.76,-0.14,604.29
1984,250,49327.15,0.00,162.44,0.00,6.89,-1.32,554.66
1984,251,48871.60,0.00,127.18,0.00,5.98,-0.27,598.93
1984,252,48416.46,1.55,202.58,0.00,13.36,1.02,657.50
1984,253,47961.71,0.00,223.93,0.00,15.41,-0.73,579.15
1984,254,47507.30,0.00,220.65,0.00,14.37,-1.69,539.57
1984,255,47053.20,0.00,217.26,0.00,12.59,-3.21,481.91
1984,256,46599.39,0.00,214.96,0.00,11.69,-4.20,447.58
1984,257,46145.83,0.00,197.95,0.00,11.60,-2.30,515.93
1984,258,45692.49,0.00,185.97,0.00,12.50,-0.59,584.97
1984,259,45239.33,0.00,167.02,0.00,14.51,2.91,752.56
1984,260,44786.32,0.00,166.67,0.00,12.77,0.82,648.17
1984,261,44333.42,0.00,174.06,0.00,12.38,-1.12,562.81
1984,262,43880.62,0.00,145.96,0.00,8.95,-1.54,545.71
1984,263,43427.86,0.00,128.63,0.00,7.69,-1.32,554.48
1984,264,42975.11,0.00,157.10,0.00,6.43,-5.73,398.36
1984,265,42522.36,0.00,168.30,0.00,7.61,-7.10,358.57
1984,266,42069.55,0.00,167.25,0.00,10.58,-5.32,411.23
1984,267,41616.66,0.00,163.38,0.00,13.25,-3.23,481.43
1984,268,41163.65,0.00,145.44,0.00,14.38,0.21,620.12
1984,269,40710.49,0.00,144.27,0.00,12.27,-2.19,520.10
1984,270,40257.14,0.00,135.57,0.00,11.63,-1.96,528.88
1984,271,39803.59,0.00,139.60,0.00,11.54,-3.59,468.59
1984,272,39349.78,0.00,131.42,0.00,10.40,-3.90,457.86
1984,273,38895.68,0.00,86.04,0.00,7.99,-0.33,596.35
1984,274,38441.28,4.58,41.61,0.00,4.23,-0.91,571.55
1984,275,37986.52,0.00,55.19,0.00,3.60,-1.52,546.23
1984,276,37531.39,0.00,53.37,0.00,1.55,-3.39,475.62
1984,277,37075.84,0.00,74.74,0.00,-0.53,-7.63,344.30
1984,278,36619.84,0.00,52.62,0.00,-2.30,-7.20,355.87
1984,279,36163.38,0.00,71.06,0.00,1.52,-5.59,402.66
1984,280,35706.40,0.00,74.52,0.00,3.59,-4.26,445.41
1984,281,35248.88,0.00,87.31,0.00,2.32,-7.73,341.74
1984,282,34790.79,1.65,40.65,0.00,2.66,-1.63,541.88
1984,283,34332.11,1.03,36.01,0.00,1.51,-2.26,517.43
1984,284,33872.79,0.00,37.66,0.00,1.76,-2.25,517.69
1984,285,33412.81,0.00,62.69,0.00,3.40,-3.81,460.69
1984,286,32952.13,0.00,43.72,0.00,2.37,-2.51,507.72
1984,287,32490.74,0.00,41.98,0.00,-0.65,-5.37,409.50
1984,288,32028.59,0.00,53.78,0.00,-3.05,-9.35,300.93
1984,289,31565.67,0.00,61.19,0.00,-3.39,-11.13,261.24
1984,290,31101.94,0.00,74.78,0.00,-4.13,-15.71,179.76
1984,291,30637.37,0.00,71.41,0.00,-1.54,-13.18,221.44
1984,292,30171.93,0.00,67.91,0.00,-2.36,-14.00,207.07
1984,293,29705.60,0.00,63.82,0.00,-1.03,-12.72,229.87
1984,294,29238.35,0.00,43.23,0.00,-3.05,-9.80,290.35
1984,295,28770.16,0.00,26.97,0.00,-5.27,-9.34,301.23
1984,296,28300.98,0.00,28.72,0.00,-2.29,-6.84,365.91
1984,297,27830.81,0.00,21.96,0.00,-2.90,-6.36,379.81
1984,298,27359.60,0.00,48.75,0.00,-3.83,-14.29,202.15
1984,299,26887.34,0.00,44.69,0.00,-9.46,-19.01,135.96
1984,300,26414.00,0.00,42.85,0.00,-9.57,-19.41,131.45
1984,301,25939.54,0.00,41.72,0.00,-11.68,-22.38,101.42
1984,302,25463.94,0.00,41.51,0.00,-10.42,-24.09,87.06
1984,303,24987.18,0.00,33.59,0.00,-16.18,-24.97,80.43
1984,304,24509.23,0.00,30.34,0.00,-16.77,-25.56,76.20
1984,305,24030.06,0.00,29.98,0.00,-12.95,-23.26,93.79
1984,306,23549.63,0.00,28.43,0.00,-10.10,-21.29,111.62
1984,307,23067.93,0.00,25.55,0.00,-12.19,-22.87,97.12
1984,308,22584.92,0.00,23.84,0.00,-12.39,-24.75,82.03
1984,309,22100.56,0.00,17.31,0.00,-16.98,-24.56,83.41
1984,310,21614.83,0.00,17.49,0.00,-15.98,-24.68,82.50
1984,311,21127.69,0.00,13.32,0.00,-15.40,-22.40,101.23
1984,312,20639.10,0.00,12.58,0.00,-17.29,-24.85,81.29
1984,313,20149.03,0.00,11.02,0.00,-16.58,-23.89,88.59
1984,314,19657.43,0.00,9.82,0.00,-16.78,-24.00,87.72
1984,315,19164.25,0.00,8.18,0.00,-21.06,-28.32,59.03
1984,316,18669.45,0.00,7.78,0.00,-23.12,-30.90,46.23
1984,317,18172.97,0.00,7.73,0.00,-20.93,-30.01,50.37
1984,318,17674.76,0.00,6.09,0.00,-20.81,-28.59,57.57
1984,319,17174.73,0.00,4.83,0.00,-21.06,-28.70,56.99
1984,320,16672.83,0.00,4.18,0.00,-20.35,-27.86,61.63
1984,321,16168.96,0.00,3.73,0.00,-18.50,-26.28,71.36
1984,322,15663.03,0.00,1.94,0.00,-19.30,-23.24,93.93
1984,323,15154.92,0.00,2.22,0.00,-17.60,-23.52,91.59
1984,324,14644.52,0.00,1.39,0.00,-16.24,-21.45,110.03
1984,325,14131.67,1.31,2.47,1.31,-7.25,-23.60,90.93
1984,326,13616.21,0.00,1.06,1.31,-2.95,-9.67,293.55
1984,327,13097.94,0.00,1.53,1.31,-7.02,-17.62,153.11
1984,328,12576.63,0.00,0.73,1.31,-13.97,-19.05,135.52
1984,329,12051.99,0.70,0.54,2.01,-16.89,-24.51,83.83
1984,330,11523.69,0.43,0.45,2.44,-18.12,-24.94,80.62
1984,331,10991.33,0.00,0.49,2.44,-21.38,-29.42,53.26
1984,332,10454.42,0.00,0.42,2.44,-24.21,-31.29,44.54
1984,333,9912.34,0.00,0.26,2.44,-26.20,-30.92,46.17
1984,334,9364.35,0.00,0.31,2.44,-26.34,-33.27,36.73
1984,335,8809.47,0.00,0.25,2.44,-28.50,-34.89,31.31
1984,336,8246.46,0.00,0.25,2.44,-19.22,-32.74,38.69
1984,337,7673.69,0.00,0.17,2.44,-14.20,-24.99,80.28
1984,338,7088.94,0.00,0.14,2.44,-13.58,-23.57,91.19
1984,339,6489.14,0.00,0.07,2.44,-4.03,-16.21,172.45
1984,340,5869.87,3.28,0.01,5.71,-4.21,-11.00,264.03
1984,341,5224.38,2.29,0.02,8.00,-8.57,-14.26,202.70
1984,342,4541.71,0.75,0.02,8.75,-10.32,-16.03,175.10
1984,343,3802.12,0.00,0.02,8.75,-14.60,-20.37,120.89
1984,344,2963.55,0.00,0.03,8.75,-20.09,-34.59,32.24
1984,345,1899.54,0.00,0.01,8.75,-27.53,-36.70,26.10
1984,346,0.00,0.00,0.00,8.75,-28.29,-38.85,20.92
1984,347,0.00,0.00,0.00,8.75,-34.75,-41.66,15.58
1984,348,0.00,0.00,0.00,8.75,-32.73,-39.00,20.61
1984,349,0.00,0.00,0.00,8.75,-29.90,-41.42,15.98
1984,350,0.00,8.69,0.00,17.44,-15.90,-32.87,38.22
1984,351,0.00,3.73,0.00,21.17,-6.68,-19.33,132.29
